image,steering
IMG/center_2016_12_01_13_32_42_749.jpg,0.0
IMG/center_2016_12_01_13_32_42_851.jpg,0.0
IMG/center_2016_12_01_13_32_42_952.jpg,0.0
IMG/center_2016_12_01_13_32_43_053.jpg,0.0
IMG/center_2016_12_01_13_32_43_154.jpg,0.0
IMG/center_2016_12_01_13_32_43_256.jpg,0.0
IMG/center_2016_12_01_13_32_43_357.jpg,0.0
IMG/center_2016_12_01_13_32_43_457.jpg,0.061759900000000006
IMG/center_2016_12_01_13_32_43_558.jpg,0.05219137
IMG/center_2016_12_01_13_32_43_659.jpg,0.05219137
IMG/center_2016_12_01_13_32_43_761.jpg,0.3679529
IMG/center_2016_12_01_13_32_43_862.jpg,0.5784606
IMG/center_2016_12_01_13_32_43_963.jpg,0.5784606
IMG/center_2016_12_01_13_32_44_064.jpg,0.1670138
IMG/center_2016_12_01_13_32_44_165.jpg,0.0
IMG/center_2016_12_01_13_32_44_266.jpg,0.0
IMG/center_2016_12_01_13_32_44_368.jpg,0.0
IMG/center_2016_12_01_13_32_44_468.jpg,0.0
IMG/center_2016_12_01_13_32_44_569.jpg,0.0
IMG/center_2016_12_01_13_32_44_671.jpg,0.0
IMG/center_2016_12_01_13_32_44_772.jpg,0.0
IMG/center_2016_12_01_13_32_44_873.jpg,0.0
IMG/center_2016_12_01_13_32_44_974.jpg,0.0
IMG/center_2016_12_01_13_32_45_074.jpg,0.0
IMG/center_2016_12_01_13_32_45_174.jpg,0.0
IMG/center_2016_12_01_13_32_45_275.jpg,0.08089697
IMG/center_2016_12_01_13_32_45_377.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_45_477.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_45_578.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_45_679.jpg,0.1765823
IMG/center_2016_12_01_13_32_45_780.jpg,0.1765823
IMG/center_2016_12_01_13_32_45_881.jpg,0.0
IMG/center_2016_12_01_13_32_45_982.jpg,0.0
IMG/center_2016_12_01_13_32_46_084.jpg,0.0
IMG/center_2016_12_01_13_32_46_185.jpg,-0.0787459
IMG/center_2016_12_01_13_32_46_285.jpg,-0.0787459
IMG/center_2016_12_01_13_32_46_385.jpg,-0.0787459
IMG/center_2016_12_01_13_32_46_486.jpg,-0.0787459
IMG/center_2016_12_01_13_32_46_587.jpg,0.0
IMG/center_2016_12_01_13_32_46_689.jpg,0.0
IMG/center_2016_12_01_13_32_46_789.jpg,0.0
IMG/center_2016_12_01_13_32_46_890.jpg,0.0
IMG/center_2016_12_01_13_32_46_991.jpg,0.05219137
IMG/center_2016_12_01_13_32_47_091.jpg,0.05219137
IMG/center_2016_12_01_13_32_47_192.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_47_293.jpg,0.38709
IMG/center_2016_12_01_13_32_47_394.jpg,0.3583844
IMG/center_2016_12_01_13_32_47_495.jpg,0.05219137
IMG/center_2016_12_01_13_32_47_595.jpg,0.0
IMG/center_2016_12_01_13_32_47_695.jpg,0.0
IMG/center_2016_12_01_13_32_47_797.jpg,0.0
IMG/center_2016_12_01_13_32_47_897.jpg,0.0
IMG/center_2016_12_01_13_32_47_998.jpg,0.0
IMG/center_2016_12_01_13_32_48_098.jpg,-0.03127411
IMG/center_2016_12_01_13_32_48_200.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_302.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_402.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_503.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_604.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_705.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_805.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_906.jpg,-0.05975719
IMG/center_2016_12_01_13_32_49_008.jpg,-0.05975719
IMG/center_2016_12_01_13_32_49_109.jpg,-0.05975719
IMG/center_2016_12_01_13_32_49_210.jpg,-0.04076847
IMG/center_2016_12_01_13_32_49_311.jpg,0.0
IMG/center_2016_12_01_13_32_49_413.jpg,0.0
IMG/center_2016_12_01_13_32_49_514.jpg,0.01391724
IMG/center_2016_12_01_13_32_49_615.jpg,0.01391724
IMG/center_2016_12_01_13_32_49_715.jpg,0.01391724
IMG/center_2016_12_01_13_32_49_817.jpg,0.0
IMG/center_2016_12_01_13_32_49_919.jpg,0.0
IMG/center_2016_12_01_13_32_50_019.jpg,0.0
IMG/center_2016_12_01_13_32_50_121.jpg,0.0
IMG/center_2016_12_01_13_32_50_222.jpg,0.0
IMG/center_2016_12_01_13_32_50_323.jpg,0.0
IMG/center_2016_12_01_13_32_50_424.jpg,0.0
IMG/center_2016_12_01_13_32_50_524.jpg,0.0
IMG/center_2016_12_01_13_32_50_624.jpg,0.0
IMG/center_2016_12_01_13_32_50_726.jpg,0.0
IMG/center_2016_12_01_13_32_50_827.jpg,0.0
IMG/center_2016_12_01_13_32_50_928.jpg,0.0
IMG/center_2016_12_01_13_32_51_028.jpg,0.0
IMG/center_2016_12_01_13_32_51_130.jpg,0.0
IMG/center_2016_12_01_13_32_51_235.jpg,0.0
IMG/center_2016_12_01_13_32_51_335.jpg,0.0
IMG/center_2016_12_01_13_32_51_437.jpg,0.01391724
IMG/center_2016_12_01_13_32_51_538.jpg,0.1287396
IMG/center_2016_12_01_13_32_51_639.jpg,0.21485639999999998
IMG/center_2016_12_01_13_32_51_740.jpg,0.21485639999999998
IMG/center_2016_12_01_13_32_51_842.jpg,0.0
IMG/center_2016_12_01_13_32_51_944.jpg,0.0
IMG/center_2016_12_01_13_32_52_045.jpg,0.0
IMG/center_2016_12_01_13_32_52_146.jpg,0.0
IMG/center_2016_12_01_13_32_52_248.jpg,0.0
IMG/center_2016_12_01_13_32_52_350.jpg,-0.08824026
IMG/center_2016_12_01_13_32_52_450.jpg,-0.23065560000000002
IMG/center_2016_12_01_13_32_52_551.jpg,-0.23065560000000002
IMG/center_2016_12_01_13_32_52_652.jpg,-0.15470079999999997
IMG/center_2016_12_01_13_32_52_753.jpg,-0.0787459
IMG/center_2016_12_01_13_32_52_855.jpg,0.0
IMG/center_2016_12_01_13_32_52_955.jpg,0.0
IMG/center_2016_12_01_13_32_53_055.jpg,0.04262284
IMG/center_2016_12_01_13_32_53_156.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_53_257.jpg,0.1478767
IMG/center_2016_12_01_13_32_53_357.jpg,0.1765823
IMG/center_2016_12_01_13_32_53_459.jpg,0.2531306
IMG/center_2016_12_01_13_32_53_561.jpg,0.0
IMG/center_2016_12_01_13_32_53_662.jpg,0.0
IMG/center_2016_12_01_13_32_53_764.jpg,-0.135712
IMG/center_2016_12_01_13_32_53_865.jpg,-0.2781274
IMG/center_2016_12_01_13_32_53_966.jpg,-0.32559920000000003
IMG/center_2016_12_01_13_32_54_067.jpg,-0.2591387
IMG/center_2016_12_01_13_32_54_168.jpg,0.0
IMG/center_2016_12_01_13_32_54_270.jpg,0.0
IMG/center_2016_12_01_13_32_54_371.jpg,0.03305431
IMG/center_2016_12_01_13_32_54_472.jpg,0.04262284
IMG/center_2016_12_01_13_32_54_574.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_54_674.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_54_775.jpg,0.243562
IMG/center_2016_12_01_13_32_54_875.jpg,0.2626991
IMG/center_2016_12_01_13_32_54_976.jpg,0.2626991
IMG/center_2016_12_01_13_32_55_078.jpg,0.2626991
IMG/center_2016_12_01_13_32_55_179.jpg,0.0
IMG/center_2016_12_01_13_32_55_279.jpg,0.0
IMG/center_2016_12_01_13_32_55_380.jpg,0.0
IMG/center_2016_12_01_13_32_55_481.jpg,0.0
IMG/center_2016_12_01_13_32_55_583.jpg,0.0
IMG/center_2016_12_01_13_32_55_684.jpg,0.0
IMG/center_2016_12_01_13_32_55_786.jpg,-0.06925154
IMG/center_2016_12_01_13_32_55_888.jpg,-0.06925154
IMG/center_2016_12_01_13_32_55_988.jpg,-0.06925154
IMG/center_2016_12_01_13_32_56_089.jpg,-0.06925154
IMG/center_2016_12_01_13_32_56_191.jpg,-0.05975719
IMG/center_2016_12_01_13_32_56_292.jpg,0.0
IMG/center_2016_12_01_13_32_56_393.jpg,0.0
IMG/center_2016_12_01_13_32_56_494.jpg,0.0
IMG/center_2016_12_01_13_32_56_595.jpg,0.0
IMG/center_2016_12_01_13_32_56_695.jpg,0.0
IMG/center_2016_12_01_13_32_56_796.jpg,0.0
IMG/center_2016_12_01_13_32_56_897.jpg,0.01391724
IMG/center_2016_12_01_13_32_56_999.jpg,0.01391724
IMG/center_2016_12_01_13_32_57_101.jpg,0.01391724
IMG/center_2016_12_01_13_32_57_203.jpg,0.1670138
IMG/center_2016_12_01_13_32_57_304.jpg,0.3488158
IMG/center_2016_12_01_13_32_57_405.jpg,0.3488158
IMG/center_2016_12_01_13_32_57_507.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_57_609.jpg,0.0
IMG/center_2016_12_01_13_32_57_709.jpg,-0.11672329999999999
IMG/center_2016_12_01_13_32_57_810.jpg,-0.11672329999999999
IMG/center_2016_12_01_13_32_57_912.jpg,-0.11672329999999999
IMG/center_2016_12_01_13_32_58_012.jpg,-0.11672329999999999
IMG/center_2016_12_01_13_32_58_113.jpg,-0.09773462
IMG/center_2016_12_01_13_32_58_215.jpg,0.0
IMG/center_2016_12_01_13_32_58_315.jpg,0.0
IMG/center_2016_12_01_13_32_58_417.jpg,0.0
IMG/center_2016_12_01_13_32_58_519.jpg,0.0
IMG/center_2016_12_01_13_32_58_621.jpg,0.0
IMG/center_2016_12_01_13_32_58_722.jpg,0.0
IMG/center_2016_12_01_13_32_58_822.jpg,0.0
IMG/center_2016_12_01_13_32_58_923.jpg,0.0
IMG/center_2016_12_01_13_32_59_023.jpg,0.01391724
IMG/center_2016_12_01_13_32_59_124.jpg,0.02348577
IMG/center_2016_12_01_13_32_59_224.jpg,0.02348577
IMG/center_2016_12_01_13_32_59_325.jpg,0.061759900000000006
IMG/center_2016_12_01_13_32_59_427.jpg,0.100034
IMG/center_2016_12_01_13_32_59_527.jpg,0.100034
IMG/center_2016_12_01_13_32_59_628.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_59_730.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_59_831.jpg,0.0
IMG/center_2016_12_01_13_32_59_932.jpg,0.0
IMG/center_2016_12_01_13_33_00_032.jpg,0.0
IMG/center_2016_12_01_13_33_00_134.jpg,0.0
IMG/center_2016_12_01_13_33_00_234.jpg,0.0
IMG/center_2016_12_01_13_33_00_336.jpg,0.0
IMG/center_2016_12_01_13_33_00_438.jpg,0.0
IMG/center_2016_12_01_13_33_00_540.jpg,0.0
IMG/center_2016_12_01_13_33_00_640.jpg,0.0
IMG/center_2016_12_01_13_33_00_740.jpg,0.0
IMG/center_2016_12_01_13_33_00_841.jpg,0.0
IMG/center_2016_12_01_13_33_00_943.jpg,0.0
IMG/center_2016_12_01_13_33_01_043.jpg,0.0
IMG/center_2016_12_01_13_33_01_145.jpg,0.0
IMG/center_2016_12_01_13_33_01_245.jpg,0.0
IMG/center_2016_12_01_13_33_01_345.jpg,0.0
IMG/center_2016_12_01_13_33_01_447.jpg,0.0
IMG/center_2016_12_01_13_33_01_549.jpg,0.1287396
IMG/center_2016_12_01_13_33_01_649.jpg,0.1287396
IMG/center_2016_12_01_13_33_01_750.jpg,0.1287396
IMG/center_2016_12_01_13_33_01_851.jpg,0.1670138
IMG/center_2016_12_01_13_33_01_951.jpg,0.1670138
IMG/center_2016_12_01_13_33_02_052.jpg,0.1670138
IMG/center_2016_12_01_13_33_02_153.jpg,0.1670138
IMG/center_2016_12_01_13_33_02_255.jpg,0.1670138
IMG/center_2016_12_01_13_33_02_357.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_02_458.jpg,0.0
IMG/center_2016_12_01_13_33_02_559.jpg,0.0
IMG/center_2016_12_01_13_33_02_662.jpg,0.0
IMG/center_2016_12_01_13_33_02_764.jpg,0.0
IMG/center_2016_12_01_13_33_02_864.jpg,0.0
IMG/center_2016_12_01_13_33_02_966.jpg,0.01391724
IMG/center_2016_12_01_13_33_03_068.jpg,0.1670138
IMG/center_2016_12_01_13_33_03_170.jpg,0.1670138
IMG/center_2016_12_01_13_33_03_271.jpg,0.1670138
IMG/center_2016_12_01_13_33_03_371.jpg,0.1670138
IMG/center_2016_12_01_13_33_03_473.jpg,0.1670138
IMG/center_2016_12_01_13_33_03_574.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_03_676.jpg,0.0
IMG/center_2016_12_01_13_33_03_776.jpg,0.0
IMG/center_2016_12_01_13_33_03_877.jpg,0.0
IMG/center_2016_12_01_13_33_03_979.jpg,0.0
IMG/center_2016_12_01_13_33_04_080.jpg,0.0
IMG/center_2016_12_01_13_33_04_182.jpg,0.0
IMG/center_2016_12_01_13_33_04_284.jpg,0.0
IMG/center_2016_12_01_13_33_04_385.jpg,0.0
IMG/center_2016_12_01_13_33_04_486.jpg,0.0
IMG/center_2016_12_01_13_33_04_588.jpg,0.1287396
IMG/center_2016_12_01_13_33_04_689.jpg,0.1287396
IMG/center_2016_12_01_13_33_04_789.jpg,0.1287396
IMG/center_2016_12_01_13_33_04_891.jpg,0.1287396
IMG/center_2016_12_01_13_33_04_992.jpg,0.1287396
IMG/center_2016_12_01_13_33_05_092.jpg,0.1287396
IMG/center_2016_12_01_13_33_05_194.jpg,0.1287396
IMG/center_2016_12_01_13_33_05_295.jpg,0.1287396
IMG/center_2016_12_01_13_33_05_396.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_05_496.jpg,0.1670138
IMG/center_2016_12_01_13_33_05_599.jpg,0.1765823
IMG/center_2016_12_01_13_33_05_701.jpg,0.1765823
IMG/center_2016_12_01_13_33_05_802.jpg,0.1765823
IMG/center_2016_12_01_13_33_05_903.jpg,0.1765823
IMG/center_2016_12_01_13_33_06_005.jpg,0.1765823
IMG/center_2016_12_01_13_33_06_108.jpg,0.1478767
IMG/center_2016_12_01_13_33_06_209.jpg,0.1287396
IMG/center_2016_12_01_13_33_06_310.jpg,0.1287396
IMG/center_2016_12_01_13_33_06_411.jpg,0.1287396
IMG/center_2016_12_01_13_33_06_512.jpg,0.1287396
IMG/center_2016_12_01_13_33_06_614.jpg,0.0
IMG/center_2016_12_01_13_33_06_717.jpg,0.0
IMG/center_2016_12_01_13_33_06_817.jpg,0.0
IMG/center_2016_12_01_13_33_06_920.jpg,0.0
IMG/center_2016_12_01_13_33_07_022.jpg,0.0
IMG/center_2016_12_01_13_33_07_124.jpg,0.0
IMG/center_2016_12_01_13_33_07_225.jpg,0.0
IMG/center_2016_12_01_13_33_07_327.jpg,0.0
IMG/center_2016_12_01_13_33_07_428.jpg,0.0
IMG/center_2016_12_01_13_33_07_528.jpg,0.0
IMG/center_2016_12_01_13_33_07_629.jpg,0.0
IMG/center_2016_12_01_13_33_07_731.jpg,0.0
IMG/center_2016_12_01_13_33_07_834.jpg,0.0
IMG/center_2016_12_01_13_33_07_936.jpg,0.0
IMG/center_2016_12_01_13_33_08_039.jpg,0.243562
IMG/center_2016_12_01_13_33_08_142.jpg,0.243562
IMG/center_2016_12_01_13_33_08_244.jpg,0.2339935
IMG/center_2016_12_01_13_33_08_346.jpg,0.243562
IMG/center_2016_12_01_13_33_08_447.jpg,0.2339935
IMG/center_2016_12_01_13_33_08_548.jpg,0.21485639999999998
IMG/center_2016_12_01_13_33_08_649.jpg,0.09046549999999999
IMG/center_2016_12_01_13_33_08_750.jpg,0.0
IMG/center_2016_12_01_13_33_08_851.jpg,0.0
IMG/center_2016_12_01_13_33_08_951.jpg,0.0
IMG/center_2016_12_01_13_33_09_054.jpg,0.0
IMG/center_2016_12_01_13_33_09_155.jpg,0.0
IMG/center_2016_12_01_13_33_09_257.jpg,0.0
IMG/center_2016_12_01_13_33_09_357.jpg,0.0
IMG/center_2016_12_01_13_33_09_458.jpg,0.0
IMG/center_2016_12_01_13_33_09_562.jpg,0.004348711
IMG/center_2016_12_01_13_33_09_662.jpg,0.05219137
IMG/center_2016_12_01_13_33_09_765.jpg,0.05219137
IMG/center_2016_12_01_13_33_09_868.jpg,0.05219137
IMG/center_2016_12_01_13_33_09_970.jpg,0.05219137
IMG/center_2016_12_01_13_33_10_071.jpg,0.05219137
IMG/center_2016_12_01_13_33_10_173.jpg,0.1191711
IMG/center_2016_12_01_13_33_10_276.jpg,0.1287396
IMG/center_2016_12_01_13_33_10_377.jpg,0.1287396
IMG/center_2016_12_01_13_33_10_479.jpg,0.1287396
IMG/center_2016_12_01_13_33_10_579.jpg,0.1287396
IMG/center_2016_12_01_13_33_10_682.jpg,0.09046549999999999
IMG/center_2016_12_01_13_33_10_783.jpg,0.0
IMG/center_2016_12_01_13_33_10_884.jpg,0.0
IMG/center_2016_12_01_13_33_10_986.jpg,0.0
IMG/center_2016_12_01_13_33_11_087.jpg,0.0
IMG/center_2016_12_01_13_33_11_188.jpg,0.0
IMG/center_2016_12_01_13_33_11_288.jpg,0.0
IMG/center_2016_12_01_13_33_11_390.jpg,0.0
IMG/center_2016_12_01_13_33_11_491.jpg,0.0
IMG/center_2016_12_01_13_33_11_591.jpg,0.0
IMG/center_2016_12_01_13_33_11_691.jpg,0.0
IMG/center_2016_12_01_13_33_11_792.jpg,0.0
IMG/center_2016_12_01_13_33_11_893.jpg,0.0
IMG/center_2016_12_01_13_33_11_993.jpg,0.0
IMG/center_2016_12_01_13_33_12_094.jpg,0.0
IMG/center_2016_12_01_13_33_12_197.jpg,0.0
IMG/center_2016_12_01_13_33_12_298.jpg,0.0
IMG/center_2016_12_01_13_33_12_400.jpg,0.0
IMG/center_2016_12_01_13_33_12_502.jpg,0.0
IMG/center_2016_12_01_13_33_12_604.jpg,0.0
IMG/center_2016_12_01_13_33_12_704.jpg,0.0
IMG/center_2016_12_01_13_33_12_806.jpg,0.0
IMG/center_2016_12_01_13_33_12_909.jpg,0.0
IMG/center_2016_12_01_13_33_13_011.jpg,0.1957194
IMG/center_2016_12_01_13_33_13_113.jpg,0.09046549999999999
IMG/center_2016_12_01_13_33_13_214.jpg,0.0
IMG/center_2016_12_01_13_33_13_315.jpg,0.0
IMG/center_2016_12_01_13_33_13_416.jpg,0.0
IMG/center_2016_12_01_13_33_13_518.jpg,0.0
IMG/center_2016_12_01_13_33_13_620.jpg,0.0
IMG/center_2016_12_01_13_33_13_722.jpg,0.0
IMG/center_2016_12_01_13_33_13_822.jpg,0.0
IMG/center_2016_12_01_13_33_13_924.jpg,0.0
IMG/center_2016_12_01_13_33_14_027.jpg,0.0
IMG/center_2016_12_01_13_33_14_129.jpg,0.0
IMG/center_2016_12_01_13_33_14_230.jpg,0.0
IMG/center_2016_12_01_13_33_14_331.jpg,0.2722676
IMG/center_2016_12_01_13_33_14_433.jpg,0.3488158
IMG/center_2016_12_01_13_33_14_534.jpg,0.3488158
IMG/center_2016_12_01_13_33_14_636.jpg,0.09046549999999999
IMG/center_2016_12_01_13_33_14_737.jpg,0.0
IMG/center_2016_12_01_13_33_14_838.jpg,0.0
IMG/center_2016_12_01_13_33_14_938.jpg,0.0
IMG/center_2016_12_01_13_33_15_039.jpg,0.0
IMG/center_2016_12_01_13_33_15_140.jpg,0.0
IMG/center_2016_12_01_13_33_15_241.jpg,0.0
IMG/center_2016_12_01_13_33_15_341.jpg,0.0
IMG/center_2016_12_01_13_33_15_443.jpg,0.0
IMG/center_2016_12_01_13_33_15_544.jpg,-0.15470079999999997
IMG/center_2016_12_01_13_33_15_644.jpg,-0.15470079999999997
IMG/center_2016_12_01_13_33_15_746.jpg,-0.15470079999999997
IMG/center_2016_12_01_13_33_15_847.jpg,-0.05026283
IMG/center_2016_12_01_13_33_15_948.jpg,0.0
IMG/center_2016_12_01_13_33_16_049.jpg,0.0
IMG/center_2016_12_01_13_33_16_151.jpg,0.0
IMG/center_2016_12_01_13_33_16_252.jpg,0.0
IMG/center_2016_12_01_13_33_16_353.jpg,0.0
IMG/center_2016_12_01_13_33_16_453.jpg,0.0
IMG/center_2016_12_01_13_33_16_555.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_16_655.jpg,0.13830820000000002
IMG/center_2016_12_01_13_33_16_755.jpg,0.01391724
IMG/center_2016_12_01_13_33_16_856.jpg,0.0
IMG/center_2016_12_01_13_33_16_957.jpg,0.0
IMG/center_2016_12_01_13_33_17_058.jpg,0.0
IMG/center_2016_12_01_13_33_17_159.jpg,0.0
IMG/center_2016_12_01_13_33_17_260.jpg,0.0
IMG/center_2016_12_01_13_33_17_362.jpg,0.0
IMG/center_2016_12_01_13_33_17_463.jpg,0.0
IMG/center_2016_12_01_13_33_17_565.jpg,0.0
IMG/center_2016_12_01_13_33_17_668.jpg,0.0
IMG/center_2016_12_01_13_33_17_770.jpg,0.0
IMG/center_2016_12_01_13_33_17_871.jpg,0.0
IMG/center_2016_12_01_13_33_17_971.jpg,0.1191711
IMG/center_2016_12_01_13_33_18_073.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_18_173.jpg,0.15744520000000004
IMG/center_2016_12_01_13_33_18_273.jpg,0.13830820000000002
IMG/center_2016_12_01_13_33_18_375.jpg,0.1287396
IMG/center_2016_12_01_13_33_18_475.jpg,0.0
IMG/center_2016_12_01_13_33_18_575.jpg,0.0
IMG/center_2016_12_01_13_33_18_677.jpg,0.0
IMG/center_2016_12_01_13_33_18_777.jpg,0.0
IMG/center_2016_12_01_13_33_18_878.jpg,0.0
IMG/center_2016_12_01_13_33_18_979.jpg,0.0
IMG/center_2016_12_01_13_33_19_080.jpg,0.0
IMG/center_2016_12_01_13_33_19_182.jpg,0.0
IMG/center_2016_12_01_13_33_19_283.jpg,0.0
IMG/center_2016_12_01_13_33_19_383.jpg,0.0
IMG/center_2016_12_01_13_33_19_485.jpg,0.0
IMG/center_2016_12_01_13_33_19_586.jpg,0.0
IMG/center_2016_12_01_13_33_19_687.jpg,0.0
IMG/center_2016_12_01_13_33_19_787.jpg,0.0
IMG/center_2016_12_01_13_33_19_887.jpg,0.0
IMG/center_2016_12_01_13_33_19_990.jpg,0.0
IMG/center_2016_12_01_13_33_20_091.jpg,0.0
IMG/center_2016_12_01_13_33_20_192.jpg,0.0
IMG/center_2016_12_01_13_33_20_293.jpg,0.0
IMG/center_2016_12_01_13_33_20_395.jpg,-0.05026283
IMG/center_2016_12_01_13_33_20_497.jpg,-0.08824026
IMG/center_2016_12_01_13_33_20_597.jpg,-0.08824026
IMG/center_2016_12_01_13_33_20_697.jpg,-0.08824026
IMG/center_2016_12_01_13_33_20_797.jpg,-0.06925154
IMG/center_2016_12_01_13_33_20_898.jpg,0.0
IMG/center_2016_12_01_13_33_20_999.jpg,0.0
IMG/center_2016_12_01_13_33_21_101.jpg,0.0
IMG/center_2016_12_01_13_33_21_203.jpg,0.0
IMG/center_2016_12_01_13_33_21_303.jpg,0.0
IMG/center_2016_12_01_13_33_21_404.jpg,0.0
IMG/center_2016_12_01_13_33_21_506.jpg,0.0
IMG/center_2016_12_01_13_33_21_607.jpg,0.1287396
IMG/center_2016_12_01_13_33_21_708.jpg,0.1670138
IMG/center_2016_12_01_13_33_21_808.jpg,0.1670138
IMG/center_2016_12_01_13_33_21_909.jpg,0.1670138
IMG/center_2016_12_01_13_33_22_011.jpg,0.08089697
IMG/center_2016_12_01_13_33_22_111.jpg,0.0
IMG/center_2016_12_01_13_33_22_213.jpg,0.0
IMG/center_2016_12_01_13_33_22_315.jpg,0.0
IMG/center_2016_12_01_13_33_22_416.jpg,0.0
IMG/center_2016_12_01_13_33_22_516.jpg,0.0
IMG/center_2016_12_01_13_33_22_617.jpg,0.0
IMG/center_2016_12_01_13_33_22_719.jpg,0.0
IMG/center_2016_12_01_13_33_22_820.jpg,0.0
IMG/center_2016_12_01_13_33_22_922.jpg,0.0
IMG/center_2016_12_01_13_33_23_023.jpg,0.0
IMG/center_2016_12_01_13_33_23_124.jpg,0.0
IMG/center_2016_12_01_13_33_23_225.jpg,0.0
IMG/center_2016_12_01_13_33_23_326.jpg,0.0
IMG/center_2016_12_01_13_33_23_428.jpg,0.0
IMG/center_2016_12_01_13_33_23_530.jpg,0.0
IMG/center_2016_12_01_13_33_23_631.jpg,0.0
IMG/center_2016_12_01_13_33_23_732.jpg,0.0
IMG/center_2016_12_01_13_33_23_833.jpg,0.0
IMG/center_2016_12_01_13_33_23_934.jpg,0.0
IMG/center_2016_12_01_13_33_24_035.jpg,0.0
IMG/center_2016_12_01_13_33_24_135.jpg,0.0
IMG/center_2016_12_01_13_33_24_236.jpg,0.0
IMG/center_2016_12_01_13_33_24_337.jpg,0.0
IMG/center_2016_12_01_13_33_24_438.jpg,0.0
IMG/center_2016_12_01_13_33_24_539.jpg,0.0
IMG/center_2016_12_01_13_33_24_639.jpg,0.0
IMG/center_2016_12_01_13_33_24_741.jpg,0.0
IMG/center_2016_12_01_13_33_24_842.jpg,0.0
IMG/center_2016_12_01_13_33_24_943.jpg,0.0
IMG/center_2016_12_01_13_33_25_044.jpg,0.0
IMG/center_2016_12_01_13_33_25_144.jpg,0.09046549999999999
IMG/center_2016_12_01_13_33_25_246.jpg,0.09046549999999999
